epoch,module,reward,obstacles,time
193,Finish + Obstacle,-21.00000000,1,80
194,Finish,79.00000000,1,81
194,Obstacle,-400.00000000,4,999
194,Finish + Obstacle,-121.00000000,2,81
195,Finish,79.00000000,1,81
195,Obstacle,-400.00000000,4,999
195,Finish + Obstacle,-21.00000000,1,79
196,Finish,79.00000000,0,79
196,Obstacle,-100.00000000,1,999
196,Finish + Obstacle,-121.00000000,2,80
197,Finish,79.00000000,1,79
197,Obstacle,-1000.00000000,10,999
197,Finish + Obstacle,-121.00000000,2,79
198,Finish,79.00000000,2,79
198,Obstacle,-1300.00000000,13,999
198,Finish + Obstacle,-21.00000000,1,79
199,Finish,79.00000000,2,81
199,Obstacle,0.00000000,0,999
199,Finish + Obstacle,-521.00000000,6,79
200,Finish,79.00000000,3,81
200,Obstacle,-2500.00000000,25,999
200,Finish + Obstacle,-221.00000000,3,81
201,Finish,79.00000000,1,79
201,Obstacle,-1100.00000000,11,999
201,Finish + Obstacle,-121.00000000,2,84
202,Finish,79.00000000,1,82
202,Obstacle,-1500.00000000,15,999
202,Finish + Obstacle,-321.00000000,4,79
203,Finish,79.00000000,3,80
203,Obstacle,-800.00000000,8,999
203,Finish + Obstacle,79.00000000,0,80
204,Finish,79.00000000,5,79
204,Obstacle,-600.00000000,6,999
204,Finish + Obstacle,-221.00000000,3,79
205,Finish,79.00000000,2,85
205,Obstacle,-600.00000000,6,999
205,Finish + Obstacle,79.00000000,0,79
206,Finish,79.00000000,0,82
206,Obstacle,-4300.00000000,43,999
206,Finish + Obstacle,-321.00000000,4,79
207,Finish,79.00000000,3,80
207,Obstacle,-1400.00000000,14,999
207,Finish + Obstacle,-221.00000000,3,79
208,Finish,79.00000000,2,79
208,Obstacle,-2600.00000000,26,999
208,Finish + Obstacle,-121.00000000,2,79
209,Finish,79.00000000,1,79
209,Obstacle,-1100.00000000,11,999
209,Finish + Obstacle,-21.00000000,1,80
210,Finish,79.00000000,3,79
210,Obstacle,-1500.00000000,15,999
210,Finish + Obstacle,-121.00000000,2,79
211,Finish,79.00000000,2,79
211,Obstacle,-900.00000000,9,999
211,Finish + Obstacle,-121.00000000,2,79
212,Finish,79.00000000,2,79
212,Obstacle,-1200.00000000,12,999
212,Finish + Obstacle,79.00000000,0,79
213,Finish,79.00000000,1,81
213,Obstacle,-500.00000000,5,999
213,Finish + Obstacle,-21.00000000,1,82
214,Finish,79.00000000,1,80
214,Obstacle,-3700.00000000,37,999
214,Finish + Obstacle,-221.00000000,3,81
215,Finish,79.00000000,1,79
215,Obstacle,-400.00000000,4,999
215,Finish + Obstacle,-21.00000000,1,79
216,Finish,79.00000000,4,81
216,Obstacle,-200.00000000,2,999
216,Finish + Obstacle,-121.00000000,2,81
217,Finish,79.00000000,2,80
217,Obstacle,-4300.00000000,43,999
217,Finish + Obstacle,-321.00000000,4,79
218,Finish,79.00000000,1,80
218,Obstacle,0.00000000,0,999
218,Finish + Obstacle,-121.00000000,2,80
219,Finish,79.00000000,3,80
219,Obstacle,0.00000000,0,999
219,Finish + Obstacle,-221.00000000,3,79
220,Finish,79.00000000,1,81
220,Obstacle,0.00000000,0,999
220,Finish + Obstacle,79.00000000,0,79
221,Finish,79.00000000,3,81
221,Obstacle,0.00000000,0,999
221,Finish + Obstacle,-21.00000000,1,79
222,Finish,79.00000000,2,80
222,Obstacle,0.00000000,0,999
222,Finish + Obstacle,-21.00000000,1,79
223,Finish,79.00000000,2,82
223,Obstacle,-700.00000000,7,999
223,Finish + Obstacle,-121.00000000,2,79
224,Finish,79.00000000,1,79
224,Obstacle,-800.00000000,8,999
224,Finish + Obstacle,-21.00000000,1,79
225,Finish,79.00000000,4,79
225,Obstacle,-400.00000000,4,999
225,Finish + Obstacle,-421.00000000,5,79
226,Finish,79.00000000,2,81
226,Obstacle,-700.00000000,7,999
226,Finish + Obstacle,-221.00000000,3,79
227,Finish,79.00000000,2,79
227,Obstacle,-5200.00000000,52,999
227,Finish + Obstacle,-221.00000000,3,79
228,Finish,79.00000000,3,80
228,Obstacle,-1500.00000000,15,999
228,Finish + Obstacle,-321.00000000,4,79
229,Finish,79.00000000,1,80
229,Obstacle,-1000.00000000,10,999
229,Finish + Obstacle,79.00000000,0,79
230,Finish,79.00000000,1,80
230,Obstacle,-3000.00000000,30,999
230,Finish + Obstacle,-21.00000000,1,80
231,Finish,79.00000000,2,79
231,Obstacle,-500.00000000,5,999
231,Finish + Obstacle,-121.00000000,2,79
232,Finish,79.00000000,0,79
232,Obstacle,-1400.00000000,14,999
232,Finish + Obstacle,-21.00000000,1,79
233,Finish,79.00000000,2,79
233,Obstacle,-400.00000000,4,999
233,Finish + Obstacle,-321.00000000,4,79
234,Finish,79.00000000,2,80
234,Obstacle,-1000.00000000,10,999
234,Finish + Obstacle,-121.00000000,2,79
235,Finish,79.00000000,4,81
235,Obstacle,-400.00000000,4,999
235,Finish + Obstacle,-421.00000000,5,81
236,Finish,79.00000000,2,79
236,Obstacle,-2600.00000000,26,999
236,Finish + Obstacle,79.00000000,0,80
237,Finish,79.00000000,2,79
237,Obstacle,-1100.00000000,11,999
237,Finish + Obstacle,-121.00000000,2,79
238,Finish,79.00000000,3,79
238,Obstacle,-1700.00000000,17,999
238,Finish + Obstacle,-121.00000000,2,81
239,Finish,79.00000000,2,79
239,Obstacle,-100.00000000,1,999
