epoch,module,reward,obstacles,time
203,Finish + Obstacle,-21.00000000,1,92
204,Finish,79.00000000,1,92
204,Obstacle,0.00000000,0,999
204,Finish + Obstacle,79.00000000,0,92
205,Finish,79.00000000,2,94
205,Obstacle,0.00000000,0,999
205,Finish + Obstacle,79.00000000,0,86
206,Finish,79.00000000,1,87
206,Obstacle,0.00000000,0,999
206,Finish + Obstacle,-121.00000000,2,91
207,Finish,79.00000000,2,82
207,Obstacle,0.00000000,0,999
207,Finish + Obstacle,79.00000000,0,88
208,Finish,79.00000000,0,83
208,Obstacle,0.00000000,0,999
208,Finish + Obstacle,79.00000000,0,92
209,Finish,79.00000000,3,82
209,Obstacle,0.00000000,0,999
209,Finish + Obstacle,79.00000000,0,83
210,Finish,79.00000000,1,91
210,Obstacle,0.00000000,0,999
210,Finish + Obstacle,-21.00000000,1,92
211,Finish,79.00000000,1,89
211,Obstacle,0.00000000,0,999
211,Finish + Obstacle,-21.00000000,1,89
212,Finish,79.00000000,2,84
212,Obstacle,0.00000000,0,999
212,Finish + Obstacle,-221.00000000,3,90
213,Finish,79.00000000,1,93
213,Obstacle,0.00000000,0,999
213,Finish + Obstacle,-121.00000000,2,91
214,Finish,79.00000000,2,97
214,Obstacle,0.00000000,0,999
214,Finish + Obstacle,79.00000000,0,89
215,Finish,79.00000000,0,89
215,Obstacle,-1000.00000000,10,999
215,Finish + Obstacle,79.00000000,0,90
216,Finish,79.00000000,3,90
216,Obstacle,0.00000000,0,999
216,Finish + Obstacle,-21.00000000,1,81
217,Finish,79.00000000,1,92
217,Obstacle,0.00000000,0,999
217,Finish + Obstacle,-21.00000000,1,90
218,Finish,79.00000000,1,81
218,Obstacle,-100.00000000,1,999
218,Finish + Obstacle,79.00000000,0,93
219,Finish,79.00000000,1,90
219,Obstacle,-400.00000000,4,999
219,Finish + Obstacle,79.00000000,0,88
220,Finish,79.00000000,0,94
220,Obstacle,0.00000000,0,999
220,Finish + Obstacle,-321.00000000,4,91
221,Finish,79.00000000,2,91
221,Obstacle,-100.00000000,1,999
221,Finish + Obstacle,-121.00000000,2,94
222,Finish,79.00000000,0,84
222,Obstacle,-400.00000000,4,999
222,Finish + Obstacle,79.00000000,0,83
223,Finish,79.00000000,2,89
223,Obstacle,-500.00000000,5,999
223,Finish + Obstacle,-121.00000000,2,93
224,Finish,79.00000000,1,92
224,Obstacle,-400.00000000,4,999
224,Finish + Obstacle,79.00000000,0,88
225,Finish,79.00000000,1,89
225,Obstacle,-200.00000000,2,999
225,Finish + Obstacle,-121.00000000,2,93
226,Finish,79.00000000,1,90
226,Obstacle,-200.00000000,2,999
226,Finish + Obstacle,-121.00000000,2,86
227,Finish,79.00000000,0,95
227,Obstacle,0.00000000,0,999
227,Finish + Obstacle,-21.00000000,1,86
228,Finish,79.00000000,2,93
228,Obstacle,0.00000000,0,999
228,Finish + Obstacle,-221.00000000,3,91
229,Finish,79.00000000,3,94
229,Obstacle,0.00000000,0,999
229,Finish + Obstacle,79.00000000,0,91
230,Finish,79.00000000,1,92
230,Obstacle,-1300.00000000,13,999
230,Finish + Obstacle,-21.00000000,1,92
231,Finish,79.00000000,1,82
231,Obstacle,0.00000000,0,999
231,Finish + Obstacle,-121.00000000,2,88
232,Finish,79.00000000,2,95
232,Obstacle,0.00000000,0,999
232,Finish + Obstacle,-21.00000000,1,86
233,Finish,79.00000000,1,97
233,Obstacle,0.00000000,0,999
233,Finish + Obstacle,-21.00000000,1,90
234,Finish,79.00000000,1,83
234,Obstacle,0.00000000,0,999
234,Finish + Obstacle,-21.00000000,1,85
235,Finish,79.00000000,1,96
235,Obstacle,0.00000000,0,999
235,Finish + Obstacle,79.00000000,0,89
236,Finish,79.00000000,1,83
236,Obstacle,-1800.00000000,18,999
236,Finish + Obstacle,-121.00000000,2,86
237,Finish,79.00000000,3,86
237,Obstacle,0.00000000,0,999
237,Finish + Obstacle,-21.00000000,1,88
238,Finish,79.00000000,2,90
238,Obstacle,0.00000000,0,999
238,Finish + Obstacle,-221.00000000,3,93
239,Finish,79.00000000,2,88
239,Obstacle,0.00000000,0,999
239,Finish + Obstacle,79.00000000,0,83
240,Finish,79.00000000,0,87
240,Obstacle,0.00000000,0,999
240,Finish + Obstacle,79.00000000,0,87
241,Finish,79.00000000,1,87
241,Obstacle,0.00000000,0,999
241,Finish + Obstacle,-21.00000000,1,89
