epoch,module,reward,obstacles,time
180,Finish,79.00000000,3,85
180,Obstacle,-21.00000000,21,999
180,Finish + Obstacle,78.00000000,1,80
181,Finish,79.00000000,3,80
181,Obstacle,-29.00000000,29,999
181,Finish + Obstacle,78.00000000,1,79
182,Finish,79.00000000,3,79
182,Obstacle,-12.00000000,12,999
182,Finish + Obstacle,78.00000000,1,79
183,Finish,79.00000000,2,81
183,Obstacle,0.00000000,0,999
183,Finish + Obstacle,76.00000000,3,80
184,Finish,79.00000000,2,80
184,Obstacle,-27.00000000,27,999
184,Finish + Obstacle,78.00000000,1,82
185,Finish,79.00000000,2,79
185,Obstacle,-42.00000000,42,999
185,Finish + Obstacle,78.00000000,1,81
186,Finish,79.00000000,3,79
186,Obstacle,-17.00000000,17,999
186,Finish + Obstacle,76.00000000,3,79
187,Finish,79.00000000,2,80
187,Obstacle,-36.00000000,36,999
187,Finish + Obstacle,76.00000000,3,80
188,Finish,79.00000000,1,81
188,Obstacle,-12.00000000,12,999
188,Finish + Obstacle,78.00000000,1,79
189,Finish,79.00000000,0,79
189,Obstacle,-26.00000000,26,999
189,Finish + Obstacle,77.00000000,2,79
190,Finish,79.00000000,2,79
190,Obstacle,-29.00000000,29,999
190,Finish + Obstacle,76.00000000,3,79
191,Finish,79.00000000,1,79
191,Obstacle,-15.00000000,15,999
191,Finish + Obstacle,78.00000000,1,79
192,Finish,79.00000000,2,79
192,Obstacle,-8.00000000,8,999
192,Finish + Obstacle,78.00000000,1,80
193,Finish,79.00000000,2,79
193,Obstacle,-23.00000000,23,999
193,Finish + Obstacle,78.00000000,1,79
194,Finish,79.00000000,1,81
194,Obstacle,-32.00000000,32,999
194,Finish + Obstacle,77.00000000,2,82
195,Finish,79.00000000,2,79
195,Obstacle,-28.00000000,28,999
195,Finish + Obstacle,78.00000000,1,79
196,Finish,79.00000000,1,79
196,Obstacle,0.00000000,0,999
196,Finish + Obstacle,77.00000000,2,79
197,Finish,79.00000000,3,79
197,Obstacle,-29.00000000,29,999
197,Finish + Obstacle,79.00000000,0,81
198,Finish,79.00000000,1,81
198,Obstacle,-17.00000000,17,999
198,Finish + Obstacle,77.00000000,2,79
199,Finish,79.00000000,4,80
199,Obstacle,-46.00000000,46,999
199,Finish + Obstacle,78.00000000,1,81
200,Finish,79.00000000,1,79
200,Obstacle,-34.00000000,34,999
200,Finish + Obstacle,77.00000000,2,79
201,Finish,79.00000000,3,80
201,Obstacle,-35.00000000,35,999
201,Finish + Obstacle,78.00000000,1,80
202,Finish,79.00000000,1,79
202,Obstacle,-23.00000000,23,999
202,Finish + Obstacle,77.00000000,2,81
203,Finish,79.00000000,3,81
203,Obstacle,-16.00000000,16,999
203,Finish + Obstacle,78.00000000,1,79
204,Finish,79.00000000,4,79
204,Obstacle,-11.00000000,11,999
204,Finish + Obstacle,76.00000000,3,81
205,Finish,79.00000000,3,79
205,Obstacle,-17.00000000,17,999
205,Finish + Obstacle,78.00000000,1,79
206,Finish,79.00000000,0,82
206,Obstacle,-45.00000000,45,999
206,Finish + Obstacle,77.00000000,2,79
207,Finish,79.00000000,1,80
207,Obstacle,-22.00000000,22,999
207,Finish + Obstacle,76.00000000,3,79
208,Finish,79.00000000,3,79
208,Obstacle,-23.00000000,23,999
208,Finish + Obstacle,77.00000000,2,79
209,Finish,79.00000000,4,81
209,Obstacle,-26.00000000,26,999
209,Finish + Obstacle,79.00000000,0,79
210,Finish,79.00000000,4,81
210,Obstacle,-17.00000000,17,999
210,Finish + Obstacle,77.00000000,2,81
211,Finish,79.00000000,2,84
211,Obstacle,-36.00000000,36,999
211,Finish + Obstacle,79.00000000,0,79
212,Finish,79.00000000,2,81
212,Obstacle,-17.00000000,17,999
212,Finish + Obstacle,79.00000000,0,79
213,Finish,79.00000000,4,79
213,Obstacle,-27.00000000,27,999
213,Finish + Obstacle,79.00000000,0,81
214,Finish,79.00000000,3,83
214,Obstacle,-28.00000000,28,999
214,Finish + Obstacle,77.00000000,2,79
215,Finish,79.00000000,2,79
215,Obstacle,-60.00000000,60,999
215,Finish + Obstacle,79.00000000,0,79
216,Finish,79.00000000,3,79
216,Obstacle,-16.00000000,16,999
216,Finish + Obstacle,79.00000000,0,80
217,Finish,79.00000000,3,82
217,Obstacle,-28.00000000,28,999
217,Finish + Obstacle,79.00000000,0,82
218,Finish,79.00000000,4,79
218,Obstacle,-11.00000000,11,999
218,Finish + Obstacle,78.00000000,1,80
219,Finish,79.00000000,3,79
219,Obstacle,-28.00000000,28,999
219,Finish + Obstacle,76.00000000,3,81
220,Finish,79.00000000,2,79
220,Obstacle,-35.00000000,35,999
220,Finish + Obstacle,77.00000000,2,80
221,Finish,79.00000000,3,79
221,Obstacle,-53.00000000,53,999
221,Finish + Obstacle,77.00000000,2,79
222,Finish,79.00000000,1,79
222,Obstacle,-3.00000000,3,999
222,Finish + Obstacle,77.00000000,2,79
223,Finish,79.00000000,1,83
223,Obstacle,-8.00000000,8,999
223,Finish + Obstacle,79.00000000,0,79
224,Finish,79.00000000,1,79
224,Obstacle,-66.00000000,66,999
224,Finish + Obstacle,77.00000000,2,79
225,Finish,79.00000000,1,79
225,Obstacle,-2.00000000,2,999
225,Finish + Obstacle,76.00000000,3,79
226,Finish,79.00000000,4,79
226,Obstacle,-35.00000000,35,999
226,Finish + Obstacle,78.00000000,1,82
227,Finish,79.00000000,0,81
227,Obstacle,-18.00000000,18,999
227,Finish + Obstacle,78.00000000,1,79
228,Finish,79.00000000,4,79
228,Obstacle,-10.00000000,10,999
228,Finish + Obstacle,79.00000000,0,80
229,Finish,79.00000000,2,79
229,Obstacle,-15.00000000,15,999
229,Finish + Obstacle,77.00000000,2,79
230,Finish,79.00000000,5,81
230,Obstacle,-21.00000000,21,999
230,Finish + Obstacle,77.00000000,2,79
231,Finish,79.00000000,0,79
231,Obstacle,-87.00000000,87,999
231,Finish + Obstacle,76.00000000,3,79
232,Finish,79.00000000,3,79
232,Obstacle,-19.00000000,19,999
232,Finish + Obstacle,77.00000000,2,79
233,Finish,79.00000000,5,79
233,Obstacle,-26.00000000,26,999
233,Finish + Obstacle,77.00000000,2,79
234,Finish,79.00000000,1,79
234,Obstacle,-18.00000000,18,999
234,Finish + Obstacle,77.00000000,2,79
235,Finish,79.00000000,3,79
235,Obstacle,-32.00000000,32,999
235,Finish + Obstacle,79.00000000,0,80
236,Finish,79.00000000,2,79
236,Obstacle,-6.00000000,6,999
236,Finish + Obstacle,75.00000000,4,79
237,Finish,79.00000000,0,79
237,Obstacle,-61.00000000,61,999
237,Finish + Obstacle,76.00000000,3,80
238,Finish,79.00000000,7,79
238,Obstacle,-12.00000000,12,999
238,Finish + Obstacle,76.00000000,3,79
239,Finish,79.00000000,0,79
239,Obstacle,-37.00000000,37,999
239,Finish + Obstacle,78.00000000,1,80
240,Finish,79.00000000,2,80
240,Obstacle,-54.00000000,54,999
240,Finish + Obstacle,75.00000000,4,79
241,Finish,79.00000000,4,79
241,Obstacle,-18.00000000,18,999
241,Finish + Obstacle,76.00000000,3,79
242,Finish,79.00000000,1,83
242,Obstacle,-20.00000000,20,999
242,Finish + Obstacle,78.00000000,1,79
243,Finish,79.00000000,4,79
